server_type,cooling_type,datacenter_region,time_of_day,workload_intensity,cpu_utilization,memory_utilization,network_throughput_gbps,inlet_temperature_c,cooling_efficiency,power_consumption_kw,carbon_emission_kg,compute_cost_usd,pue,energy_efficiency_class
Compute,Air,EU,Off-Peak,0.69,55.925,70.05,20.634,20.424,0.879,83.264,22.539,15.632,1.424,Medium
GPU,Liquid,APAC,Night,0.249,27.728,79.298,8.581,23.561,0.828,91.85,55.177,7.648,1.727,Low
GPU,Air,APAC,Off-Peak,0.446,48.088,69.072,7.999,21.029,0.845,108.4,66.606,8.52,1.599,Low
Storage,Liquid,APAC,Peak,0.787,56.036,70.801,36.19,19.136,0.846,58.76,34.113,5.224,1.186,High
Edge,Liquid,APAC,Peak,0.357,36.009,40.918,15.086,22.01,1.0,56.839,34.776,5.385,1.471,Medium
Storage,Liquid,EU,Peak,0.929,73.189,52.1,16.222,21.593,0.942,70.401,17.459,12.922,1.645,Low
GPU,Air,NA,Peak,0.923,69.899,56.744,14.243,22.188,0.845,138.403,52.803,16.283,1.374,High
Storage,Liquid,NA,Off-Peak,0.598,46.657,77.377,13.876,15.0,0.935,69.657,29.083,7.268,1.324,High
GPU,Air,ME,Peak,0.669,55.568,62.116,8.483,26.811,0.882,109.095,56.252,5.474,1.632,Low
Edge,Liquid,NA,Night,0.688,61.747,53.142,9.317,15.0,0.845,81.654,34.745,9.345,1.167,High
Compute,Air,APAC,Night,0.333,31.01,59.95,14.12,22.557,0.888,54.457,30.591,3.678,1.336,High
Edge,Air,NA,Night,0.429,32.386,62.439,8.949,21.048,0.935,54.161,20.357,6.329,1.05,High
GPU,Liquid,ME,Night,0.222,32.324,47.786,15.662,36.002,0.933,122.126,56.451,6.928,1.39,High
GPU,Hybrid,EU,Peak,0.932,73.07,77.917,13.097,22.321,0.915,123.526,34.276,22.353,1.458,Medium
Compute,Air,APAC,Night,0.751,55.017,94.599,15.356,23.16,0.806,80.348,47.697,6.934,1.513,Medium
GPU,Hybrid,NA,Peak,0.142,18.166,42.785,49.312,18.883,0.687,91.689,36.649,11.753,1.213,High
GPU,Liquid,NA,Night,0.594,49.66,73.204,23.154,15.165,1.0,92.319,37.775,10.503,1.128,High
Compute,Liquid,EU,Peak,0.409,38.965,45.191,14.427,16.731,1.0,58.359,16.521,10.367,1.37,High
Edge,Hybrid,ME,Off-Peak,0.834,67.39,92.414,21.801,18.449,0.926,186.646,93.323,9.332,1.329,High
Compute,Air,EU,Peak,0.409,44.968,45.969,18.025,35.728,0.636,75.966,18.348,14.248,1.428,Medium
Compute,Hybrid,ME,Peak,0.68,54.557,40.809,8.365,24.001,0.693,72.726,32.835,3.538,1.379,Medium
Storage,Air,APAC,Night,0.249,38.563,65.302,6.304,15.0,0.94,58.218,36.124,4.263,1.05,High
Storage,Air,APAC,Night,0.603,46.346,52.67,16.994,21.801,0.928,105.16,62.202,8.389,1.288,High
Storage,Liquid,EU,Off-Peak,0.364,34.997,94.039,13.869,23.437,1.0,85.547,21.426,14.928,1.508,Medium
Compute,Hybrid,NA,Off-Peak,0.248,26.3,41.49,3.528,23.255,0.921,55.287,20.584,6.121,1.494,Medium
Edge,Hybrid,NA,Off-Peak,0.657,53.563,44.984,11.257,17.319,0.755,82.696,33.736,9.754,1.48,Medium
Compute,Liquid,ME,Peak,0.675,56.296,71.305,12.026,22.383,1.0,97.054,45.358,5.455,1.062,High
Compute,Liquid,ME,Off-Peak,0.985,82.298,41.078,18.652,22.081,1.0,113.07,54.828,5.506,1.362,High
Compute,Air,APAC,Off-Peak,0.702,57.267,46.18,8.263,22.295,0.886,81.621,51.715,5.928,1.49,Medium
Storage,Hybrid,NA,Off-Peak,0.564,56.006,51.113,19.882,25.168,0.696,78.574,33.715,9.957,1.797,Low
Edge,Air,NA,Night,0.921,73.057,57.305,22.726,21.56,0.96,70.116,26.954,9.274,1.288,High
Storage,Liquid,ME,Off-Peak,0.845,69.543,61.64,30.854,21.082,0.938,65.055,33.471,3.107,1.245,High
GPU,Liquid,NA,Off-Peak,0.594,48.529,56.697,9.201,17.164,1.0,143.279,57.792,17.38,1.558,Medium
Compute,Liquid,APAC,Night,0.56,46.663,52.395,13.833,17.997,0.99,86.994,51.587,6.542,1.404,High
Storage,Air,NA,Night,0.948,74.483,87.012,11.937,20.116,0.775,97.167,39.516,11.45,1.457,Medium
Storage,Hybrid,EU,Night,0.655,48.92,66.337,19.664,19.242,0.938,106.085,28.031,18.798,1.751,Low
Storage,Liquid,APAC,Off-Peak,0.742,56.453,70.02,8.79,20.517,0.863,74.953,42.222,4.333,1.464,Medium
Compute,Hybrid,NA,Peak,0.178,15.104,57.757,7.166,20.433,0.825,48.381,20.85,5.777,1.33,High
Storage,Air,NA,Peak,0.746,61.353,68.527,24.694,24.87,0.687,65.168,23.84,7.617,1.857,Low
Storage,Liquid,ME,Peak,0.338,27.595,63.326,7.356,27.131,0.954,53.834,25.985,3.026,1.333,High
GPU,Liquid,EU,Off-Peak,0.204,27.479,66.81,18.657,22.13,0.966,89.937,24.284,16.46,1.328,High
Storage,Liquid,APAC,Peak,0.865,67.612,88.84,19.444,22.545,0.971,69.325,38.359,6.205,1.196,High
Compute,Hybrid,APAC,Off-Peak,0.722,59.703,84.413,13.539,21.479,0.787,78.589,48.034,6.207,1.289,High
Storage,Air,NA,Night,0.467,44.802,98.0,27.125,23.865,0.743,88.568,35.82,10.061,1.673,Low
Compute,Air,NA,Night,0.488,50.9,52.684,15.113,19.457,0.778,74.689,30.014,9.006,1.385,Medium
GPU,Air,EU,Peak,0.277,27.136,50.278,6.376,27.061,0.795,105.185,26.193,19.132,1.611,Low
Storage,Air,NA,Peak,0.109,13.398,68.844,13.066,21.856,0.847,54.028,20.175,6.479,1.557,Low
Compute,Hybrid,EU,Night,0.414,31.139,49.819,11.818,17.092,0.969,64.731,12.497,11.18,1.583,Medium
Edge,Air,APAC,Off-Peak,0.234,28.86,60.127,13.544,21.969,0.796,40.352,26.144,2.554,1.59,Low
Storage,Air,NA,Night,0.48,38.902,98.0,10.045,25.404,0.981,62.831,24.636,7.674,1.409,High
Compute,Air,EU,Night,0.85,68.593,98.0,17.204,25.3,0.632,86.351,18.62,14.585,1.776,Low
Storage,Liquid,NA,Off-Peak,0.203,23.929,45.589,8.988,20.01,0.968,57.703,22.416,6.691,1.335,High
Compute,Air,NA,Peak,0.183,27.517,38.945,22.788,23.63,0.851,75.454,32.545,9.383,1.473,Medium
GPU,Air,EU,Off-Peak,0.912,78.134,42.516,14.814,21.696,0.775,106.196,22.88,19.122,1.701,Low
GPU,Air,APAC,Off-Peak,0.771,61.276,70.813,8.852,26.477,0.932,111.804,66.958,9.061,1.391,High
Edge,Air,NA,Peak,0.148,26.063,51.671,10.824,24.941,0.838,39.463,13.889,5.134,1.537,Medium
Storage,Hybrid,EU,Off-Peak,0.172,22.003,56.992,8.538,22.827,0.879,50.512,9.8,8.881,1.283,High
Storage,Air,EU,Night,0.716,55.336,64.827,7.312,22.425,0.91,99.992,26.136,17.446,1.425,Medium
GPU,Liquid,NA,Peak,0.433,33.82,58.353,15.002,27.258,0.926,129.799,52.162,15.915,1.226,High
Compute,Hybrid,EU,Night,0.752,68.573,63.194,31.795,17.17,0.904,108.135,25.836,19.39,1.256,High
Storage,Liquid,ME,Off-Peak,0.464,36.161,65.101,14.679,19.78,0.807,53.75,25.859,3.282,1.35,High
Storage,Hybrid,EU,Night,0.971,73.189,92.205,14.205,16.003,0.746,75.116,17.251,13.549,1.36,Medium
Compute,Hybrid,NA,Peak,0.725,52.179,33.416,22.665,22.321,0.716,101.045,38.273,12.033,1.461,Medium
Storage,Air,EU,Peak,0.142,25.718,52.631,10.871,25.884,0.907,61.247,15.441,9.854,1.737,Low
GPU,Liquid,EU,Peak,0.397,34.494,46.988,8.265,23.021,0.947,93.801,22.746,17.304,1.566,Medium
GPU,Air,NA,Peak,0.607,47.033,74.857,18.58,21.708,0.905,132.102,53.827,16.323,1.485,Medium
Compute,Air,NA,Peak,0.228,19.846,53.108,23.127,26.713,0.921,62.783,22.745,6.682,1.464,Medium
Compute,Hybrid,NA,Night,0.102,14.404,74.308,15.029,16.051,0.926,64.89,29.381,8.04,1.638,Low
Compute,Liquid,NA,Off-Peak,0.171,18.047,73.41,8.799,17.799,0.94,46.683,18.445,5.988,1.654,Low
GPU,Liquid,NA,Night,0.572,43.331,53.526,15.95,18.19,0.954,109.342,41.301,13.153,1.298,High
Compute,Liquid,EU,Off-Peak,0.669,52.631,72.566,20.935,15.0,0.936,69.433,17.974,12.261,1.05,High
GPU,Air,NA,Peak,0.184,19.576,75.689,12.741,23.824,0.824,97.442,38.482,11.845,1.668,Low
Compute,Hybrid,APAC,Off-Peak,0.699,54.087,64.066,13.555,22.076,0.903,81.937,50.769,6.345,1.569,Medium
Storage,Air,EU,Night,0.655,59.446,67.705,14.39,20.516,0.949,67.321,19.141,12.063,1.666,Low
Compute,Air,APAC,Off-Peak,0.946,78.48,64.119,20.633,22.511,0.931,99.17,60.637,6.626,1.379,High
GPU,Hybrid,EU,Peak,0.857,73.98,68.553,17.985,25.893,0.725,128.118,30.975,22.718,1.69,Low
Compute,Air,NA,Night,0.949,76.409,78.598,33.178,17.981,0.685,91.472,35.189,10.347,1.515,Low
Storage,Liquid,EU,Peak,0.969,73.878,83.204,11.097,17.681,1.0,74.708,16.353,14.006,2.305,High
Compute,Liquid,APAC,Off-Peak,0.497,42.761,76.208,16.0,15.909,0.837,69.822,43.751,5.33,1.296,High
GPU,Air,NA,Off-Peak,0.539,44.516,64.587,24.476,25.725,0.83,117.847,45.986,13.575,1.418,Medium
GPU,Hybrid,NA,Peak,0.353,38.574,49.654,6.115,21.606,0.93,97.499,37.801,11.993,1.151,High
Compute,Liquid,NA,Peak,0.558,45.997,60.372,18.852,24.221,1.0,98.458,35.756,11.443,1.409,High
GPU,Air,NA,Night,0.236,26.459,77.617,14.531,23.19,0.686,87.3,34.899,10.394,1.553,Low
Storage,Air,NA,Night,0.704,64.787,90.456,10.043,23.191,0.694,112.724,45.047,13.438,1.539,Low
Compute,Hybrid,NA,Off-Peak,0.122,14.616,55.353,4.712,19.081,0.824,48.717,14.782,6.11,1.504,Medium
Storage,Air,NA,Peak,0.312,38.882,65.306,9.715,23.226,0.876,63.05,25.778,6.856,1.51,Medium
Compute,Hybrid,EU,Peak,0.287,27.699,62.12,5.638,30.794,0.973,51.262,11.678,9.434,1.639,Low
GPU,Air,NA,Peak,0.944,74.464,74.75,18.795,28.827,0.628,123.603,50.548,14.967,1.561,Low
GPU,Liquid,EU,Off-Peak,0.23,23.124,25.272,9.548,24.055,0.782,85.728,21.341,15.205,1.381,Medium
Compute,Hybrid,EU,Peak,0.902,68.587,54.95,22.988,17.65,0.857,73.569,16.269,13.784,2.231,High
Storage,Air,EU,Peak,0.212,22.581,69.991,9.264,24.743,0.821,51.963,13.958,9.622,1.279,High
GPU,Liquid,NA,Off-Peak,0.686,68.521,71.469,10.166,21.902,1.0,100.2,39.207,12.655,1.307,High
Edge,Liquid,EU,Off-Peak,0.388,34.954,77.924,28.67,22.121,0.985,60.844,17.685,11.46,1.395,High
Storage,Liquid,NA,Night,0.384,30.996,60.682,7.961,20.14,0.952,48.59,19.334,6.222,1.552,Medium
Edge,Liquid,EU,Off-Peak,0.998,71.768,56.76,12.532,21.038,1.0,66.088,19.096,11.215,1.34,High
Storage,Liquid,EU,Off-Peak,0.303,22.275,59.076,10.846,20.271,0.859,58.486,17.392,11.151,1.225,High
Compute,Liquid,NA,Peak,0.282,30.135,75.646,24.871,22.601,0.81,71.822,29.357,9.258,1.428,Medium
GPU,Hybrid,NA,Off-Peak,0.63,46.533,71.631,11.476,23.408,0.861,130.469,52.312,14.922,1.593,Low
Storage,Liquid,NA,Off-Peak,0.767,60.771,45.599,34.582,18.145,0.902,99.24,38.808,11.281,1.07,High
Storage,Air,NA,Off-Peak,0.984,72.897,60.081,17.968,26.865,0.816,90.925,36.023,10.687,1.58,Low
Storage,Hybrid,NA,Off-Peak,0.731,64.119,59.739,11.34,23.915,0.812,72.648,29.991,9.141,1.437,Medium
GPU,Air,ME,Off-Peak,0.606,54.505,45.173,21.545,22.984,0.872,112.409,59.093,5.771,1.675,Low
GPU,Air,NA,Night,0.468,42.747,57.88,7.727,21.404,0.849,109.684,42.903,14.173,1.507,Medium
Storage,Air,EU,Off-Peak,0.636,50.58,81.124,14.258,22.401,0.957,89.808,25.886,16.08,1.253,High
Compute,Air,EU,Off-Peak,0.641,53.695,52.465,8.912,20.326,0.62,68.819,17.692,12.111,1.785,Low
Storage,Air,EU,Off-Peak,0.296,31.367,73.201,6.968,24.305,0.796,44.965,9.132,8.438,1.605,Low
Storage,Air,ME,Peak,0.704,57.643,76.334,24.156,29.795,0.761,71.349,38.907,3.66,1.435,Medium
Compute,Air,APAC,Off-Peak,0.284,29.299,53.144,7.538,21.261,0.887,61.91,35.52,5.661,1.419,Medium
GPU,Liquid,APAC,Night,0.541,43.699,70.825,8.363,19.828,0.933,98.682,61.116,8.072,1.518,Medium
Storage,Air,ME,Peak,0.334,25.893,54.863,23.667,28.322,0.822,73.399,33.992,4.223,1.552,Low
Compute,Air,NA,Peak,0.382,33.066,71.298,11.352,26.322,0.827,93.654,35.287,11.031,1.668,Low
Compute,Air,EU,Off-Peak,0.652,58.178,98.0,14.052,37.173,0.68,94.914,25.362,16.438,1.35,Medium
Compute,Air,APAC,Peak,0.158,15.493,88.193,9.911,25.906,0.698,51.871,30.732,4.104,1.308,Medium
Edge,Air,EU,Off-Peak,0.111,13.207,23.778,15.22,19.642,0.689,52.582,15.694,9.437,1.708,Low
Compute,Liquid,ME,Peak,0.218,22.034,54.037,10.686,18.231,1.0,55.061,26.817,2.704,1.38,High
Compute,Hybrid,NA,Off-Peak,0.252,28.319,52.179,13.597,23.208,0.826,55.988,24.021,7.079,1.491,Medium
Storage,Hybrid,EU,Off-Peak,0.278,25.318,70.073,11.513,22.308,0.636,66.748,16.333,12.053,1.699,Low
Compute,Hybrid,ME,Off-Peak,0.797,59.538,85.865,12.489,17.327,0.745,78.947,38.462,4.205,1.292,High
Compute,Air,NA,Peak,0.502,50.485,75.97,13.941,20.25,0.925,81.664,33.962,10.623,1.384,High
Compute,Air,APAC,Peak,0.523,43.553,71.732,11.476,29.496,0.952,107.63,61.671,7.922,1.475,Medium
Storage,Air,NA,Peak,0.68,60.31,53.801,17.965,25.624,0.853,110.325,43.754,12.871,1.797,Low
Storage,Liquid,EU,Off-Peak,0.756,60.908,90.123,19.637,17.799,0.86,84.531,24.342,14.921,1.548,Medium
Compute,Air,ME,Peak,0.103,15.328,49.54,11.173,23.559,0.767,67.255,33.199,3.652,1.796,Low
Storage,Liquid,NA,Off-Peak,0.871,70.799,50.525,14.175,20.743,0.983,84.696,35.134,10.125,1.373,High
Edge,Air,NA,Off-Peak,0.99,75.397,48.711,15.175,23.455,0.964,86.816,34.452,9.565,1.458,Medium
Compute,Air,NA,Peak,0.21,23.672,54.97,7.528,25.305,0.913,69.539,25.731,8.374,1.184,High
Compute,Hybrid,APAC,Peak,0.686,61.391,84.299,13.946,16.892,0.848,88.937,52.56,7.807,1.319,High
Compute,Liquid,APAC,Peak,0.102,11.658,41.729,20.48,25.833,0.866,62.138,37.945,4.953,1.268,High
Storage,Hybrid,NA,Off-Peak,0.144,17.878,67.631,14.057,25.093,0.705,47.074,19.27,5.968,1.693,Low
GPU,Liquid,NA,Peak,0.357,33.135,51.463,11.461,21.69,0.996,121.059,47.108,14.987,1.215,High
Compute,Hybrid,APAC,Peak,0.862,73.471,63.51,15.803,26.331,0.717,87.65,52.517,7.491,1.582,Low
GPU,Liquid,APAC,Peak,0.687,55.082,46.115,21.718,34.765,0.923,115.144,68.336,9.363,1.705,Low
Compute,Hybrid,NA,Night,0.501,44.848,77.15,10.739,17.921,0.9,75.791,32.597,8.24,1.367,High
Storage,Air,NA,Off-Peak,0.495,41.432,56.433,21.555,22.785,0.914,66.403,28.118,7.934,1.412,Medium
GPU,Liquid,APAC,Night,0.519,38.224,69.531,6.576,17.122,0.926,92.72,55.139,7.07,1.289,High
Compute,Liquid,EU,Peak,0.38,40.649,61.682,20.985,17.463,1.0,59.172,16.45,10.262,1.184,High
Storage,Air,ME,Peak,0.89,72.833,69.499,26.884,21.769,0.69,78.96,43.488,3.713,1.525,Low
Compute,Hybrid,EU,Peak,0.611,50.01,67.909,7.603,24.469,0.819,85.776,21.721,15.757,1.454,Medium
GPU,Hybrid,EU,Night,0.536,46.821,74.277,18.831,19.789,0.899,118.943,31.887,21.194,1.521,Medium
Compute,Air,EU,Peak,0.519,40.039,79.636,8.743,31.001,0.719,64.253,14.884,11.194,1.5,Low
GPU,Air,ME,Off-Peak,0.942,71.98,60.836,25.209,23.978,0.816,113.235,57.551,6.19,1.474,Medium
Compute,Air,NA,Peak,0.751,66.26,56.321,12.575,31.113,0.877,76.027,31.139,8.611,1.801,Low
GPU,Hybrid,NA,Off-Peak,0.23,22.529,91.023,5.49,15.634,0.939,93.576,39.826,11.791,1.277,High
Compute,Liquid,NA,Peak,0.493,38.271,63.398,7.311,18.916,0.91,68.326,27.925,8.448,1.287,High
GPU,Air,APAC,Off-Peak,0.36,27.506,69.944,12.143,23.417,0.829,92.293,53.062,7.644,1.436,Medium
Compute,Liquid,EU,Night,0.988,71.395,61.682,10.24,20.427,0.865,94.974,22.276,16.895,1.567,Low
Edge,Air,NA,Off-Peak,0.474,44.886,48.282,17.583,22.102,0.863,52.874,21.867,5.858,1.447,Medium
Compute,Liquid,EU,Off-Peak,0.161,22.406,47.412,13.943,21.447,0.76,51.795,10.767,9.456,1.33,High
Compute,Air,NA,Off-Peak,0.47,47.315,58.525,20.291,27.022,0.814,69.135,25.85,8.682,1.349,High
Storage,Air,NA,Night,0.389,31.17,65.291,11.681,25.156,0.95,83.898,32.041,10.774,1.471,Medium
Compute,Liquid,NA,Peak,0.64,46.783,98.0,10.406,27.161,0.863,65.818,27.312,7.92,1.719,Low
Compute,Air,EU,Peak,0.303,24.254,68.356,5.32,20.538,0.87,66.416,17.304,10.928,1.228,High
Edge,Air,APAC,Off-Peak,0.132,17.04,43.478,3.62,21.782,0.78,43.21,25.044,4.013,1.603,Low
Edge,Air,APAC,Off-Peak,0.186,28.377,54.361,3.979,29.472,0.88,83.826,50.016,6.599,1.954,Low
Compute,Air,ME,Night,0.355,29.299,49.685,17.131,18.682,0.802,67.934,30.803,3.377,1.429,Medium
Edge,Air,EU,Off-Peak,0.413,48.679,34.854,19.186,21.198,0.833,40.455,13.167,7.381,1.597,Low
Storage,Hybrid,APAC,Off-Peak,0.851,61.621,71.382,38.857,20.944,0.939,77.182,48.134,6.106,1.379,High
Compute,Hybrid,NA,Peak,0.343,31.541,43.177,9.187,27.919,0.678,77.975,32.1,9.743,1.801,Low
GPU,Hybrid,NA,Off-Peak,0.128,11.656,68.268,19.581,18.131,0.819,99.13,37.188,12.804,1.445,Medium
Storage,Hybrid,NA,Off-Peak,0.803,57.955,66.741,27.039,17.158,0.896,75.477,30.399,8.293,1.43,Medium
Edge,Air,EU,Off-Peak,0.882,65.078,75.459,11.512,21.097,0.927,64.451,12.883,11.202,1.383,High
Compute,Air,NA,Peak,0.543,43.191,58.636,11.064,28.984,0.745,73.09,31.279,8.444,1.724,Low
Storage,Air,NA,Night,0.356,32.126,73.223,35.383,22.091,0.742,61.69,27.593,7.703,1.715,Low
Compute,Hybrid,EU,Peak,0.795,64.652,93.499,15.628,15.66,0.671,80.095,20.728,14.822,1.539,Low
Compute,Liquid,NA,Peak,0.108,13.221,41.874,5.819,21.338,0.876,64.573,25.919,7.43,1.488,Medium
Compute,Air,EU,Night,0.932,66.857,74.5,17.887,20.326,0.851,79.021,19.258,13.769,1.505,Medium
Edge,Air,EU,Off-Peak,0.879,63.99,90.995,25.43,25.068,0.881,64.426,20.265,11.294,1.594,Low
GPU,Liquid,NA,Off-Peak,0.59,42.937,96.705,21.652,19.195,0.799,119.553,45.59,14.948,1.449,Medium
GPU,Liquid,NA,Night,0.35,31.276,74.278,16.901,17.691,0.892,121.592,47.038,14.71,1.287,High
Storage,Hybrid,NA,Peak,0.13,19.706,59.523,5.835,22.861,0.908,41.021,17.537,5.581,1.515,Medium
Compute,Air,NA,Peak,1.0,76.551,81.842,25.634,22.162,0.808,96.45,36.086,11.414,1.495,Medium
Compute,Hybrid,EU,Off-Peak,0.786,63.474,58.49,13.032,21.827,0.914,92.389,24.396,17.062,1.248,High
Compute,Air,APAC,Peak,0.405,33.437,46.611,26.369,23.113,0.717,68.116,39.168,4.483,1.564,Low
Compute,Liquid,NA,Night,0.117,14.319,55.472,5.754,17.264,0.977,65.807,26.988,8.989,1.271,High
GPU,Hybrid,NA,Night,0.675,53.047,69.21,13.955,24.681,0.824,91.722,33.086,10.87,1.694,Low
Storage,Hybrid,APAC,Peak,0.988,86.053,71.291,21.529,21.034,0.826,82.645,49.967,6.997,1.597,Low
Compute,Air,NA,Night,0.736,63.209,72.799,15.854,20.641,0.748,125.929,49.7,14.276,1.518,Low
Compute,Air,NA,Peak,0.175,16.501,57.186,4.221,24.609,0.807,72.068,31.382,9.118,1.371,Medium
Compute,Air,EU,Off-Peak,0.462,34.428,83.7,21.405,20.626,0.963,64.427,15.777,11.33,1.421,High
Storage,Air,EU,Night,0.198,16.876,68.748,7.817,23.733,0.818,85.246,20.454,15.226,1.572,Low
Edge,Liquid,EU,Night,0.921,66.511,48.841,14.101,18.001,0.95,76.354,20.314,13.443,1.314,High
Storage,Hybrid,APAC,Peak,0.397,36.319,55.955,8.788,26.102,0.962,76.653,46.249,6.629,1.384,High
GPU,Air,NA,Peak,0.76,66.048,67.369,9.975,18.353,0.952,103.91,40.696,12.122,1.407,High
Storage,Air,EU,Peak,0.176,20.603,81.952,9.029,27.958,0.938,63.446,13.1,11.695,1.336,High
Compute,Air,NA,Off-Peak,0.216,25.436,52.106,26.131,23.352,0.622,74.981,30.44,9.41,1.604,Low
Compute,Hybrid,APAC,Off-Peak,0.712,64.055,80.955,18.173,22.299,0.986,91.469,51.326,7.262,1.451,Medium
GPU,Hybrid,APAC,Peak,0.859,74.125,49.483,19.885,22.511,0.862,121.538,72.681,9.245,1.374,High
GPU,Air,NA,Off-Peak,0.281,23.747,54.226,14.954,20.752,0.879,81.235,31.424,10.077,1.312,High
Compute,Air,NA,Night,0.477,36.529,75.418,10.731,35.905,0.779,84.493,32.426,11.259,1.562,Low
Storage,Liquid,NA,Off-Peak,0.657,46.942,79.807,18.726,17.248,1.0,72.092,30.75,8.813,1.388,High
Storage,Liquid,NA,Peak,0.817,61.717,94.583,10.884,20.966,0.898,70.796,26.418,9.329,1.723,Low
Storage,Air,NA,Night,0.665,56.279,77.632,14.701,21.595,0.736,63.479,23.091,7.429,1.249,High
Edge,Hybrid,EU,Peak,0.186,26.911,71.792,7.638,22.849,0.841,54.112,11.646,9.725,1.616,Low
Storage,Hybrid,ME,Off-Peak,0.589,46.713,61.949,21.745,19.447,0.818,90.046,46.625,4.811,1.322,High
Storage,Liquid,NA,Peak,0.896,73.258,76.334,14.891,23.825,1.0,82.655,33.812,9.478,1.422,High
Compute,Liquid,NA,Off-Peak,0.881,73.407,81.409,33.907,16.165,0.756,130.453,50.962,16.058,1.78,Low
Compute,Air,NA,Off-Peak,0.627,51.539,83.331,26.466,19.49,0.915,62.542,26.995,7.416,1.321,High
Compute,Liquid,NA,Off-Peak,0.996,78.952,69.05,15.003,15.0,1.0,83.879,32.734,9.676,1.373,High
Compute,Air,NA,Off-Peak,0.195,17.402,59.681,10.157,16.389,0.891,83.65,32.314,9.865,1.238,High
GPU,Air,APAC,Peak,0.531,42.91,70.411,12.799,24.451,0.833,92.774,54.816,7.887,1.462,Medium
GPU,Air,NA,Off-Peak,0.798,59.683,84.883,22.517,21.878,0.609,118.621,44.415,14.831,1.705,Low
Compute,Air,ME,Off-Peak,0.227,20.085,65.889,29.688,15.529,0.873,71.653,34.953,3.859,1.05,High
GPU,Air,EU,Peak,0.975,69.779,58.872,11.085,35.215,0.827,114.383,28.43,20.999,1.584,Low
Compute,Liquid,EU,Night,0.419,33.913,72.278,6.861,19.268,0.985,63.98,13.985,12.093,1.266,High
Compute,Liquid,NA,Night,0.415,44.562,91.535,13.101,15.232,0.8,72.969,29.661,8.947,1.48,Medium
Compute,Liquid,EU,Night,0.292,34.181,41.461,8.522,16.728,0.989,72.113,18.19,12.319,1.33,High
Compute,Air,EU,Off-Peak,0.359,35.408,91.624,8.301,24.33,0.698,53.358,12.485,9.926,1.926,Low
Compute,Air,NA,Peak,0.62,62.227,61.471,11.618,23.188,0.649,90.575,39.472,10.303,1.536,Low
Storage,Hybrid,NA,Off-Peak,0.486,37.347,53.143,23.543,20.653,0.956,55.649,25.029,5.589,1.513,Medium
Storage,Air,ME,Night,0.274,26.932,53.064,5.784,22.368,0.714,46.283,20.32,2.48,1.41,Medium
Edge,Hybrid,NA,Peak,0.828,64.837,70.446,24.078,22.75,0.849,61.359,25.241,7.695,1.328,High
Compute,Air,EU,Off-Peak,0.156,15.184,57.785,11.799,23.673,0.83,92.402,24.982,16.471,1.3,High
Compute,Liquid,NA,Peak,0.851,63.65,73.579,12.088,21.379,0.861,89.987,36.764,11.614,1.189,High
Compute,Air,NA,Peak,0.347,31.699,35.463,15.661,26.568,0.829,74.977,27.876,8.4,1.636,Low
Storage,Liquid,NA,Peak,0.546,42.181,74.233,12.917,16.362,1.0,104.834,38.538,12.973,1.05,High
Compute,Hybrid,NA,Night,0.443,38.707,86.664,16.429,19.51,0.794,71.217,28.064,8.637,1.588,Low
GPU,Hybrid,EU,Off-Peak,0.614,60.84,43.239,17.947,22.43,0.92,102.305,26.601,18.215,1.489,Medium
Storage,Hybrid,EU,Peak,0.816,74.845,74.55,22.98,23.946,0.898,94.873,21.67,17.358,1.749,Low
Storage,Air,APAC,Off-Peak,0.99,84.407,58.129,13.569,27.218,0.903,83.989,51.123,6.766,1.453,Medium
Storage,Liquid,APAC,Peak,0.375,26.879,44.914,18.143,18.04,0.898,42.143,23.435,3.734,1.537,Medium
Compute,Air,NA,Off-Peak,0.598,46.582,80.734,7.758,22.373,0.741,68.201,27.195,8.359,1.641,Low
Compute,Liquid,EU,Night,0.519,39.217,95.211,12.834,22.302,0.901,79.324,21.787,14.57,1.05,High
Compute,Air,APAC,Off-Peak,0.999,83.605,74.499,19.897,25.594,0.814,88.87,54.072,7.133,1.444,Medium
Storage,Hybrid,EU,Off-Peak,0.828,67.719,83.803,12.82,18.581,0.891,98.676,22.549,17.499,1.224,High
Compute,Hybrid,EU,Off-Peak,0.457,40.192,27.417,10.827,19.954,0.908,88.146,17.713,15.573,1.373,High
Compute,Air,APAC,Off-Peak,0.529,46.446,50.212,7.686,20.799,0.837,69.297,46.623,5.894,1.332,High
Edge,Air,NA,Off-Peak,0.321,29.918,41.58,7.399,19.861,0.705,47.608,18.944,5.2,1.626,Low
Compute,Air,APAC,Night,0.78,68.17,87.684,12.268,17.524,0.925,83.521,50.281,7.491,1.454,Medium
GPU,Liquid,NA,Off-Peak,0.861,61.897,90.676,32.856,18.485,0.922,113.107,41.804,13.956,1.416,Medium
GPU,Air,EU,Night,0.968,82.808,89.635,21.256,18.383,0.517,105.197,23.807,19.199,1.395,Low
Compute,Hybrid,NA,Night,0.609,46.35,73.805,9.267,22.103,0.787,61.351,25.88,7.786,1.286,High
Compute,Liquid,APAC,Off-Peak,0.704,56.605,48.955,20.76,18.865,0.786,82.628,50.753,7.102,1.479,Medium
Compute,Liquid,EU,Night,0.501,44.334,50.224,8.955,16.376,0.789,72.073,16.813,12.665,1.442,Medium
